     ID    LATITUDE   LONGITUDE    ALTITUDE  MM DD YYYY HH MM SS   TEMP     PRCP    WIND   PRESS 
NWS001AL   34.719144  -86.463601      650.00  4 12 2019 14  8 47   80.00    0.86    0.29   32.72
NWS010AL   35.043812  -85.436362     1125.00  4 20 2019 19  9 35   84.00    1.65    6.05   29.50
NWS009AL   34.438719  -86.506463     1200.00  4  4 2019  3 34  1   72.00    0.54    7.38   31.95
NWS009AL   34.438719  -86.506463     1200.00  4 25 2019 10 53  8   85.00    0.22    3.54   30.22
NWS017AL   35.219142  -85.296361      625.00  4 10 2019 10 31 14   80.00    0.09    5.14   30.01
NWS019AL   35.319141  -85.556360      550.00  4  5 2019 19 26 58   75.00    2.26    5.75   32.54
NWS010AL   35.043812  -85.436362     1125.00  4 11 2019  2  4 35   80.00    1.06    1.00   29.06
NWS005AL   34.914387  -86.360065      891.00  4  1 2019 18 36 15   71.00    1.87    0.29   29.67
NWS010AL   35.043812  -85.436362     1125.00  4 14 2019 13 50 50   84.00    2.40    1.67   29.72
NWS005AL   34.914387  -86.360065      891.00  4  8 2019 22 24 25   70.00    2.30    4.47   33.00
NWS008AL   35.141938  -85.366461      500.00  4 10 2019 22 23 25   71.00    2.57    2.39   31.37
NWS002AL   34.191439  -86.636006      725.00  4 26 2019  0 27 53   84.00    1.61    2.47   32.10
NWS015AL   34.871914  -86.306360      978.00  4  2 2019  1 10 34   76.00    1.89    2.70   29.16
NWS012AL   35.071911  -85.646360     1350.00  4 16 2019  2 25 58   75.00    1.97    2.21   33.89
NWS012AL   35.071911  -85.646360     1350.00  4 23 2019 13 52 39   85.00    1.10    6.80   30.71
NWS012AL   35.071911  -85.646360     1350.00  4 30 2019 10  9  5   72.00    0.42    4.21   31.44
NWS012AL   35.071911  -85.646360     1350.00  4 23 2019  8 33 20   76.00    1.08    3.38   29.49
NWS009AL   34.438719  -86.506463     1200.00  4 28 2019  5 34 21   76.00    0.21    1.44   30.95
NWS017AL   35.219142  -85.296361      625.00  4 30 2019 18  1 46   77.00    1.72    7.49   31.11
NWS002AL   34.191439  -86.636006      725.00  4 11 2019 17  2 42   70.00    1.12    6.84   33.69
NWS010AL   35.043812  -85.436362     1125.00  4 28 2019  1 44  4   73.00    2.19    6.50   29.94
NWS017AL   35.219142  -85.296361      625.00  4 28 2019 23 37  1   81.00    2.81    0.21   33.02
NWS005AL   34.914387  -86.360065      891.00  4 20 2019  1 35 35   78.00    2.08    5.25   30.99
NWS005AL   34.914387  -86.360065      891.00  4 24 2019  1  9 28   81.00    0.59    2.04   32.04
NWS015AL   34.871914  -86.306360      978.00  4 14 2019 13 38 50   84.00    1.21    2.78   32.86
NWS017AL   35.219142  -85.296361      625.00  4 24 2019 13  0 44   71.00    2.29    6.01   31.34
NWS010AL   35.043812  -85.436362     1125.00  4 18 2019 21 44 44   76.00    2.02    4.78   30.20
NWS012AL   35.071911  -85.646360     1350.00  4 15 2019 14 22 58   76.00    1.12    4.02   32.64
NWS010AL   35.043812  -85.436362     1125.00  4 17 2019 14 29 48   85.00    1.52    4.36   32.54
NWS005AL   34.914387  -86.360065      891.00  4  9 2019  0 19 38   72.00    2.35    3.19   29.51
NWS017AL   35.219142  -85.296361      625.00  4 13 2019 22 54 47   77.00    0.81    1.89   32.06
NWS015AL   34.871914  -86.306360      978.00  4  9 2019  1 58 22   80.00    0.67    4.67   33.19
NWS008AL   35.141938  -85.366461      500.00  4 30 2019  1  8 21   75.00    2.18    3.86   32.33
NWS005AL   34.914387  -86.360065      891.00  4  3 2019  4 21  0   77.00    2.47    3.86   30.13
NWS009AL   34.438719  -86.506463     1200.00  4  2 2019  6 15 56   71.00    0.29    3.76   33.36
NWS002AL   34.191439  -86.636006      725.00  4 19 2019  2 24 47   77.00    1.26    5.38   29.55
NWS019AL   35.319141  -85.556360      550.00  4 29 2019  9 50 33   82.00    1.06    2.34   29.79
NWS005AL   34.914387  -86.360065      891.00  4 23 2019 12 43 53   80.00    2.60    0.56   33.86
NWS005AL   34.914387  -86.360065      891.00  4 22 2019 21 43 29   73.00    2.00    0.48   33.18
NWS005AL   34.914387  -86.360065      891.00  4 11 2019  7 32  7   84.00    1.74    4.05   32.43
NWS005AL   34.914387  -86.360065      891.00  4 20 2019 23 38 40   85.00    0.34    6.29   32.88
NWS015AL   34.871914  -86.306360      978.00  4  4 2019 13  9 46   85.00    2.58    1.99   33.56
NWS019AL   35.319141  -85.556360      550.00  4 27 2019  2 23  0   71.00    0.23    6.58   31.57
NWS008AL   35.141938  -85.366461      500.00  4  8 2019 21 42 57   83.00    0.15    5.72   33.02
NWS015AL   34.871914  -86.306360      978.00  4 17 2019  1 40 39   85.00    1.16    4.41   31.25
NWS017AL   35.219142  -85.296361      625.00  4 15 2019  0 33  7   75.00    1.36    1.10   32.03
NWS010AL   35.043812  -85.436362     1125.00  4 14 2019  4 47 53   76.00    0.55    6.15   32.14
NWS015AL   34.871914  -86.306360      978.00  4  7 2019  5 14 40   81.00    0.03    1.53   30.16
NWS008AL   35.141938  -85.366461      500.00  4 24 2019 16 15 40   74.00    0.30    3.42   33.26
NWS019AL   35.319141  -85.556360      550.00  4 24 2019 21  9  1   79.00    1.45    2.20   30.14
NWS002AL   34.191439  -86.636006      725.00  4  4 2019  8 46  8   74.00    1.17    6.29   30.13
NWS015AL   34.871914  -86.306360      978.00  4 25 2019  2 37  1   76.00    1.23    2.72   29.56
NWS005AL   34.914387  -86.360065      891.00  4  4 2019  5 11 21   72.00    2.04    5.48   31.57
NWS001AL   34.719144  -86.463601      650.00  4 20 2019 21 37 54   81.00    2.37    3.29   32.24
NWS017AL   35.219142  -85.296361      625.00  4 14 2019 21 53 41   85.00    0.81    4.08   32.80
NWS010AL   35.043812  -85.436362     1125.00  4 16 2019 10 10 57   79.00    2.16    3.00   32.63
NWS010AL   35.043812  -85.436362     1125.00  4  2 2019 21 45  4   84.00    2.80    4.45   29.63
NWS005AL   34.914387  -86.360065      891.00  4 12 2019 17 25 53   73.00    1.12    3.12   33.86
NWS012AL   35.071911  -85.646360     1350.00  4 21 2019 14 57 18   80.00    2.33    4.84   29.92
NWS015AL   34.871914  -86.306360      978.00  4 19 2019 18 58 39   73.00    2.08    1.91   29.63
NWS019AL   35.319141  -85.556360      550.00  4  7 2019 12 36 53   72.00    0.61    5.63   31.45
NWS019AL   35.319141  -85.556360      550.00  4  5 2019  8  0 54   76.00    1.46    1.46   31.21
NWS002AL   34.191439  -86.636006      725.00  4 19 2019 23 41 21   70.00    1.12    0.18   30.32
NWS001AL   34.719144  -86.463601      650.00  4 10 2019  5  0 48   76.00    1.89    4.66   32.65
NWS019AL   35.319141  -85.556360      550.00  4  8 2019 15 58  9   85.00    0.82    3.67   31.52
NWS009AL   34.438719  -86.506463     1200.00  4 10 2019  5 37 34   75.00    0.75    2.43   29.88
NWS009AL   34.438719  -86.506463     1200.00  4  4 2019  2 31 20   76.00    2.95    3.68   29.07
NWS010AL   35.043812  -85.436362     1125.00  4 12 2019  7 37 32   82.00    0.70    2.96   30.12
NWS008AL   35.141938  -85.366461      500.00  4 21 2019 13 48 49   72.00    1.39    4.17   30.66
NWS019AL   35.319141  -85.556360      550.00  4  1 2019  9 52 22   76.00    1.86    3.74   30.68
NWS012AL   35.071911  -85.646360     1350.00  4 14 2019  3 13 33   70.00    0.16    1.59   31.27
NWS002AL   34.191439  -86.636006      725.00  4  7 2019  5 28 48   70.00    2.37    7.45   31.27
NWS010AL   35.043812  -85.436362     1125.00  4 24 2019 16  2  7   79.00    0.38    7.38   30.22
NWS001AL   34.719144  -86.463601      650.00  4 21 2019  6 56 34   77.00    1.76    2.24   31.53
NWS010AL   35.043812  -85.436362     1125.00  4 24 2019 18 47  9   73.00    2.58    5.40   32.27
NWS009AL   34.438719  -86.506463     1200.00  4 24 2019  9 25  8   81.00    2.98    1.42   30.22
NWS001AL   34.719144  -86.463601      650.00  4 13 2019 15 51 20   76.00    2.81    7.77   31.77
NWS017AL   35.219142  -85.296361      625.00  4 10 2019 13 16 52   84.00    0.69    2.93   33.40
NWS015AL   34.871914  -86.306360      978.00  4  8 2019 16 36 10   80.00    0.92    0.92   31.67
NWS019AL   35.319141  -85.556360      550.00  4 23 2019 12 51 15   82.00    0.87    6.08   29.38
NWS017AL   35.219142  -85.296361      625.00  4  2 2019 15 43 21   74.00    1.30    7.09   30.52
NWS009AL   34.438719  -86.506463     1200.00  4 29 2019 17  8 54   75.00    2.97    1.46   30.65
NWS019AL   35.319141  -85.556360      550.00  4  8 2019 21 42 15   82.00    2.18    4.69   32.90
NWS009AL   34.438719  -86.506463     1200.00  4 24 2019 12 35 57   82.00    0.32    5.90   33.66
NWS012AL   35.071911  -85.646360     1350.00  4 22 2019 10 30 48   78.00    0.13    1.54   33.88
NWS019AL   35.319141  -85.556360      550.00  4 16 2019 21  5 44   76.00    2.39    2.13   32.32
NWS012AL   35.071911  -85.646360     1350.00  4 21 2019  0 54 13   83.00    0.47    6.59   33.97
NWS008AL   35.141938  -85.366461      500.00  4  1 2019  0 42 21   72.00    1.00    2.38   33.07
NWS010AL   35.043812  -85.436362     1125.00  4 28 2019 15 48 33   81.00    2.75    3.94   32.85
NWS002AL   34.191439  -86.636006      725.00  4 20 2019  2 52 53   72.00    0.14    0.05   31.38
NWS008AL   35.141938  -85.366461      500.00  4 27 2019  7 43  8   73.00    2.11    0.51   31.14
NWS009AL   34.438719  -86.506463     1200.00  4 16 2019  0 14 42   73.00    1.99    3.78   30.24
NWS008AL   35.141938  -85.366461      500.00  4 30 2019 20 57 50   77.00    2.47    1.20   30.12
NWS009AL   34.438719  -86.506463     1200.00  4 23 2019 12 31  5   77.00    2.24    1.90   29.62
NWS015AL   34.871914  -86.306360      978.00  4  7 2019  0 21 35   80.00    1.21    2.78   33.68
NWS005AL   34.914387  -86.360065      891.00  4 19 2019  1 36 59   84.00    1.88    6.37   33.90
NWS005AL   34.914387  -86.360065      891.00  4 12 2019  8 55 18   85.00    2.75    1.89   32.66
NWS010AL   35.043812  -85.436362     1125.00  4 24 2019 22 36 52   72.00    0.84    6.36   30.35
NWS012AL   35.071911  -85.646360     1350.00  4 14 2019  0 49 55   81.00    2.53    7.84   29.15
NWS010AL   35.043812  -85.436362     1125.00  4 21 2019 23 21  5   76.00    0.44    5.72   32.98
NWS002AL   34.191439  -86.636006      725.00  4  3 2019 21 17 37   73.00    0.30    2.71   30.18
NWS002AL   34.191439  -86.636006      725.00  4 16 2019  4 58  8   72.00    0.16    0.11   30.33
NWS009AL   34.438719  -86.506463     1200.00  4 24 2019 12 47 46   80.00    1.08    7.00   31.18
NWS002AL   34.191439  -86.636006      725.00  4  7 2019 13 19 36   70.00    0.63    5.47   29.15
NWS002AL   34.191439  -86.636006      725.00  4 17 2019  5 46 53   73.00    2.17    4.84   32.54
NWS019AL   35.319141  -85.556360      550.00  4 15 2019 17  1 28   84.00    1.81    1.66   31.09
NWS002AL   34.191439  -86.636006      725.00  4  7 2019  6 40  4   84.00    2.94    3.93   29.49
NWS015AL   34.871914  -86.306360      978.00  4  5 2019 19  9 34   85.00    1.62    2.26   32.24
NWS010AL   35.043812  -85.436362     1125.00  4 25 2019 11 31 19   72.00    0.31    0.56   32.55
NWS015AL   34.871914  -86.306360      978.00  4 13 2019 10  9 28   79.00    2.90    4.24   30.22
NWS010AL   35.043812  -85.436362     1125.00  4  9 2019  1  2 51   75.00    2.91    0.51   29.12
NWS015AL   34.871914  -86.306360      978.00  4  5 2019 15 35 51   83.00    2.97    3.90   33.87
NWS019AL   35.319141  -85.556360      550.00  4 11 2019 21 34 49   84.00    2.84    1.48   29.21
NWS017AL   35.219142  -85.296361      625.00  4 16 2019  9 58 51   74.00    1.42    1.00   29.99
NWS017AL   35.219142  -85.296361      625.00  4  6 2019 15  0 26   77.00    0.27    0.13   31.28
NWS010AL   35.043812  -85.436362     1125.00  4 18 2019 14 58  2   81.00    0.03    2.83   30.69
NWS008AL   35.141938  -85.366461      500.00  4 16 2019 15 23 38   84.00    2.91    6.22   29.70
NWS008AL   35.141938  -85.366461      500.00  4 11 2019 13 11 20   74.00    0.61    5.32   31.23
NWS017AL   35.219142  -85.296361      625.00  4 30 2019  9 34 45   81.00    1.96    3.83   32.00
NWS010AL   35.043812  -85.436362     1125.00  4 18 2019  3 22  6   82.00    2.60    1.68   32.69
NWS019AL   35.319141  -85.556360      550.00  4 19 2019  2 55 30   82.00    3.00    0.62   33.27
NWS005AL   34.914387  -86.360065      891.00  4 23 2019  1 52 36   75.00    1.35    3.59   30.49
NWS012AL   35.071911  -85.646360     1350.00  4 13 2019 23 37 11   79.00    1.34    6.73   29.42
NWS008AL   35.141938  -85.366461      500.00  4 27 2019  8 11 25   84.00    2.06    5.16   29.21
NWS008AL   35.141938  -85.366461      500.00  4 17 2019 14 58 48   75.00    0.11    4.91   31.18
NWS017AL   35.219142  -85.296361      625.00  4 20 2019 19  9 20   83.00    1.45    4.45   33.06
NWS019AL   35.319141  -85.556360      550.00  4 28 2019  3 27 45   85.00    1.82    6.74   33.11
NWS019AL   35.319141  -85.556360      550.00  4 10 2019 20 41 45   79.00    0.63    2.33   33.65
NWS012AL   35.071911  -85.646360     1350.00  4  1 2019 13 29  5   84.00    2.11    2.52   30.17
NWS010AL   35.043812  -85.436362     1125.00  4 21 2019 23 35 42   75.00    2.51    5.20   31.89
NWS017AL   35.219142  -85.296361      625.00  4 16 2019  8 50 40   77.00    2.88    0.95   33.38
NWS015AL   34.871914  -86.306360      978.00  4 18 2019 21 19 12   83.00    1.04    2.59   33.58
NWS002AL   34.191439  -86.636006      725.00  4 20 2019  1 53 40   78.00    2.05    6.43   33.51
NWS001AL   34.719144  -86.463601      650.00  4  9 2019  4  1 12   75.00    2.46    4.59   30.36
NWS019AL   35.319141  -85.556360      550.00  4 24 2019  0 12 20   77.00    2.63    1.93   32.09
NWS012AL   35.071911  -85.646360     1350.00  4 14 2019  7 37 17   76.00    2.01    3.19   33.95
NWS017AL   35.219142  -85.296361      625.00  4  7 2019 16 34 15   75.00    0.10    5.51   29.63
NWS005AL   34.914387  -86.360065      891.00  4 25 2019 22 35 13   84.00    0.92    0.59   30.12
NWS005AL   34.914387  -86.360065      891.00  4 14 2019  5  2 10   79.00    0.71    0.01   33.22
NWS010AL   35.043812  -85.436362     1125.00  4 26 2019  4 37 59   72.00    0.92    1.84   33.05
NWS015AL   34.871914  -86.306360      978.00  4 23 2019  5 56 35   82.00    2.88    5.21   33.00
NWS012AL   35.071911  -85.646360     1350.00  4 23 2019 13 46 47   83.00    1.61    4.70   29.98
NWS019AL   35.319141  -85.556360      550.00  4  5 2019  6  5 59   84.00    1.29    2.73   33.67
NWS012AL   35.071911  -85.646360     1350.00  4 17 2019 21 27 18   75.00    2.39    4.93   32.41
NWS019AL   35.319141  -85.556360      550.00  4  2 2019 18 30 34   81.00    2.66    3.19   30.25
NWS015AL   34.871914  -86.306360      978.00  4  7 2019  5 16 13   83.00    2.69    4.31   31.32
NWS012AL   35.071911  -85.646360     1350.00  4 11 2019 22 25  5   84.00    0.83    3.94   31.10
NWS017AL   35.219142  -85.296361      625.00  4 22 2019  9 56 40   82.00    0.69    1.65   30.90
NWS017AL   35.219142  -85.296361      625.00  4  7 2019 12 20 23   82.00    2.07    0.20   31.50
NWS015AL   34.871914  -86.306360      978.00  4 24 2019 22  1 30   83.00    2.72    2.77   31.10
NWS010AL   35.043812  -85.436362     1125.00  4 17 2019  1 58 39   72.00    0.08    3.60   33.73
NWS005AL   34.914387  -86.360065      891.00  4 19 2019  4 37 30   85.00    2.02    2.24   30.90
NWS005AL   34.914387  -86.360065      891.00  4 23 2019  7  6 15   80.00    1.87    7.38   29.77
NWS019AL   35.319141  -85.556360      550.00  4 17 2019 22 39 21   74.00    2.58    7.61   32.43
NWS001AL   34.719144  -86.463601      650.00  4  9 2019  0  4  1   74.00    1.40    2.05   32.13
NWS002AL   34.191439  -86.636006      725.00  4  8 2019 11  8 50   82.00    0.76    5.78   32.77
NWS010AL   35.043812  -85.436362     1125.00  4 25 2019 19 37 15   75.00    0.47    5.55   29.85
NWS019AL   35.319141  -85.556360      550.00  4  7 2019  5 21 54   71.00    2.88    6.35   33.13
NWS010AL   35.043812  -85.436362     1125.00  4  5 2019 22  2  5   76.00    2.83    0.40   33.92
NWS002AL   34.191439  -86.636006      725.00  4 10 2019 23 47 31   71.00    1.48    5.33   31.67
NWS017AL   35.219142  -85.296361      625.00  4 20 2019 21 53 19   73.00    0.64    0.54   32.56
NWS017AL   35.219142  -85.296361      625.00  4 13 2019 16 39 41   76.00    1.38    2.53   30.59
NWS019AL   35.319141  -85.556360      550.00  4 26 2019 10  1 16   71.00    1.49    5.65   32.52
NWS017AL   35.219142  -85.296361      625.00  4 21 2019 15 55 47   78.00    1.62    4.19   32.87
NWS017AL   35.219142  -85.296361      625.00  4 15 2019 18 48  1   78.00    1.60    7.50   30.38
NWS010AL   35.043812  -85.436362     1125.00  4 24 2019  1 45 18   77.00    0.98    0.28   32.45
NWS008AL   35.141938  -85.366461      500.00  4 25 2019  6 41 44   70.00    1.37    0.77   32.53
NWS010AL   35.043812  -85.436362     1125.00  4  6 2019  2 31 21   79.00    2.38    0.43   31.47
NWS001AL   34.719144  -86.463601      650.00  4 28 2019  0 23 44   78.00    2.01    3.56   33.40
NWS008AL   35.141938  -85.366461      500.00  4  6 2019  6 52 29   84.00    0.38    3.96   30.26
NWS002AL   34.191439  -86.636006      725.00  4 17 2019 17  4 29   84.00    1.71    3.16   29.23
NWS001AL   34.719144  -86.463601      650.00  4 27 2019 19 13 43   82.00    2.61    6.77   31.04
NWS008AL   35.141938  -85.366461      500.00  4 23 2019  6 50 55   82.00    1.93    3.05   29.16
NWS002AL   34.191439  -86.636006      725.00  4 11 2019  0 29 14   72.00    0.89    7.86   33.33
NWS015AL   34.871914  -86.306360      978.00  4 21 2019 17 22 46   82.00    0.67    6.14   29.75
NWS001AL   34.719144  -86.463601      650.00  4  1 2019 14  1 33   84.00    1.99    5.88   32.66
NWS001AL   34.719144  -86.463601      650.00  4 29 2019 15 20 25   73.00    0.86    6.66   31.72
NWS001AL   34.719144  -86.463601      650.00  4 13 2019  5 19 23   79.00    1.56    3.45   30.58
NWS009AL   34.438719  -86.506463     1200.00  4 11 2019 20 25  1   77.00    0.24    1.27   31.98
NWS010AL   35.043812  -85.436362     1125.00  4  5 2019 12 17 51   75.00    1.57    7.47   33.93
NWS005AL   34.914387  -86.360065      891.00  4 19 2019 10 15 47   79.00    2.82    4.59   31.35
NWS001AL   34.719144  -86.463601      650.00  4 17 2019  9 40 25   80.00    2.96    0.63   29.26
NWS015AL   34.871914  -86.306360      978.00  4  5 2019  8 10 15   78.00    0.02    0.66   31.40
NWS008AL   35.141938  -85.366461      500.00  4 14 2019  3 47 55   75.00    0.75    7.47   33.02
NWS019AL   35.319141  -85.556360      550.00  4 30 2019  4 41 32   83.00    2.24    6.93   30.35
NWS002AL   34.191439  -86.636006      725.00  4 29 2019 10 39 17   77.00    0.93    1.15   32.18
NWS008AL   35.141938  -85.366461      500.00  4  5 2019 16 55 13   83.00    2.73    5.87   29.44
NWS017AL   35.219142  -85.296361      625.00  4  5 2019  1 41 19   74.00    0.50    4.53   30.55
NWS019AL   35.319141  -85.556360      550.00  4 16 2019 18 24  7   84.00    1.75    1.03   33.98
NWS012AL   35.071911  -85.646360     1350.00  4 22 2019  2 49 48   80.00    1.40    3.60   33.58
NWS012AL   35.071911  -85.646360     1350.00  4 18 2019  1 55 21   77.00    2.47    0.57   30.78
NWS008AL   35.141938  -85.366461      500.00  4 26 2019  1 34 30   82.00    0.38    2.54   33.64
NWS001AL   34.719144  -86.463601      650.00  4 15 2019  8 16  1   77.00    0.26    2.26   33.46
NWS012AL   35.071911  -85.646360     1350.00  4 21 2019 18 58 37   84.00    1.74    1.45   33.17
NWS005AL   34.914387  -86.360065      891.00  4 19 2019 14 11  1   73.00    1.86    1.64   32.08
NWS005AL   34.914387  -86.360065      891.00  4  4 2019 14 22 48   71.00    2.16    2.08   33.24
NWS008AL   35.141938  -85.366461      500.00  4  3 2019 22 34 57   82.00    0.21    7.21   31.14
NWS012AL   35.071911  -85.646360     1350.00  4 25 2019 19 57 33   70.00    1.37    0.36   33.64
NWS017AL   35.219142  -85.296361      625.00  4 13 2019 16 18  1   84.00    2.06    2.67   30.37
NWS015AL   34.871914  -86.306360      978.00  4 24 2019  6 32 30   73.00    1.44    4.17   30.57
NWS017AL   35.219142  -85.296361      625.00  4  1 2019 13 23 18   74.00    1.86    3.76   30.85
NWS010AL   35.043812  -85.436362     1125.00  4  3 2019 23 18 59   77.00    1.70    1.62   31.87
NWS002AL   34.191439  -86.636006      725.00  4 14 2019  8 55 56   74.00    2.38    0.39   31.21
NWS012AL   35.071911  -85.646360     1350.00  4 18 2019 10  9 35   75.00    0.56    6.02   29.18
NWS005AL   34.914387  -86.360065      891.00  4 16 2019 13 33  0   79.00    2.42    7.86   32.65
NWS012AL   35.071911  -85.646360     1350.00  4 13 2019  9 39  5   71.00    2.33    5.11   32.22
NWS008AL   35.141938  -85.366461      500.00  4 17 2019  8 45 52   79.00    2.30    3.55   30.23
NWS017AL   35.219142  -85.296361      625.00  4 30 2019  4 32  5   84.00    2.85    2.57   32.34
NWS002AL   34.191439  -86.636006      725.00  4 27 2019 11  1 42   83.00    0.80    5.29   33.77
NWS005AL   34.914387  -86.360065      891.00  4  8 2019 18 20 34   85.00    2.44    0.89   32.45
NWS001AL   34.719144  -86.463601      650.00  4  1 2019 23  7 13   81.00    0.96    0.61   31.40
NWS001AL   34.719144  -86.463601      650.00  4  7 2019  8 52  3   84.00    1.98    7.04   33.96
NWS012AL   35.071911  -85.646360     1350.00  4 27 2019  0 26 37   84.00    2.85    7.42   29.83
NWS012AL   35.071911  -85.646360     1350.00  4  9 2019 12 40 54   72.00    2.53    5.28   32.32
NWS008AL   35.141938  -85.366461      500.00  4 16 2019  6 29 19   77.00    1.86    0.02   33.53
NWS002AL   34.191439  -86.636006      725.00  4 16 2019 15 49 59   74.00    0.10    5.33   33.35
NWS002AL   34.191439  -86.636006      725.00  4 11 2019 11 53 28   82.00    1.60    4.24   29.04
NWS019AL   35.319141  -85.556360      550.00  4 24 2019 11 21 59   77.00    0.94    1.11   33.45
NWS017AL   35.219142  -85.296361      625.00  4 21 2019 16 59 55   80.00    2.00    1.20   31.46
NWS008AL   35.141938  -85.366461      500.00  4 28 2019 17 23 31   85.00    2.17    2.32   30.69
NWS015AL   34.871914  -86.306360      978.00  4 23 2019  3 37 23   79.00    2.40    5.70   33.93
NWS009AL   34.438719  -86.506463     1200.00  4  7 2019 10 39 25   70.00    1.51    1.93   32.43
NWS019AL   35.319141  -85.556360      550.00  4 10 2019  6 53 25   79.00    0.67    2.25   29.73
NWS002AL   34.191439  -86.636006      725.00  4 28 2019 19 19 16   73.00    0.94    0.64   31.24
NWS010AL   35.043812  -85.436362     1125.00  4 21 2019 23 37 26   71.00    1.46    0.54   33.56
NWS019AL   35.319141  -85.556360      550.00  4 24 2019 11  8 21   74.00    2.94    4.56   31.18
NWS017AL   35.219142  -85.296361      625.00  4  5 2019 19  3 14   74.00    2.75    0.73   29.48
NWS005AL   34.914387  -86.360065      891.00  4  2 2019  1 55 14   84.00    0.76    2.25   31.61
NWS005AL   34.914387  -86.360065      891.00  4  4 2019 15 43 12   82.00    2.39    6.54   32.74
NWS012AL   35.071911  -85.646360     1350.00  4  3 2019 10 38 57   79.00    0.40    2.22   30.09
NWS009AL   34.438719  -86.506463     1200.00  4  3 2019  4 22  7   78.00    1.34    2.48   33.80
NWS015AL   34.871914  -86.306360      978.00  4  4 2019  4 24 34   80.00    0.09    0.12   31.03
NWS009AL   34.438719  -86.506463     1200.00  4 28 2019  8 11 59   70.00    2.03    1.08   33.09
NWS001AL   34.719144  -86.463601      650.00  4 20 2019  3 46 47   70.00    0.86    4.07   29.97
NWS017AL   35.219142  -85.296361      625.00  4 11 2019  3 54 16   73.00    2.60    4.97   32.54
NWS002AL   34.191439  -86.636006      725.00  4  9 2019 14 34 49   74.00    1.50    0.82   29.82
NWS019AL   35.319141  -85.556360      550.00  4  3 2019  3  1 42   82.00    0.55    1.06   29.68
NWS010AL   35.043812  -85.436362     1125.00  4  8 2019  2 56 27   71.00    1.65    4.81   33.70
NWS012AL   35.071911  -85.646360     1350.00  4 15 2019 12 29 58   82.00    0.99    7.43   32.27
NWS010AL   35.043812  -85.436362     1125.00  4  6 2019 20 16 28   84.00    0.81    3.08   33.08
NWS008AL   35.141938  -85.366461      500.00  4  7 2019 14 16 44   71.00    0.51    3.82   32.63
NWS019AL   35.319141  -85.556360      550.00  4 27 2019  2  2  2   77.00    2.99    2.27   29.23
NWS019AL   35.319141  -85.556360      550.00  4  6 2019 17 44 14   73.00    2.02    7.60   32.66
NWS002AL   34.191439  -86.636006      725.00  4 14 2019 21 57 13   71.00    0.20    7.37   29.56
NWS012AL   35.071911  -85.646360     1350.00  4 12 2019 14  8 35   72.00    2.32    6.59   33.25
NWS019AL   35.319141  -85.556360      550.00  4 13 2019 17 53  8   84.00    0.19    4.38   30.07
NWS008AL   35.141938  -85.366461      500.00  4  4 2019 18 52 49   75.00    1.80    0.90   31.98
NWS005AL   34.914387  -86.360065      891.00  4  3 2019  9 54  9   76.00    0.97    2.59   31.16
NWS009AL   34.438719  -86.506463     1200.00  4 25 2019  4 48 13   85.00    2.00    6.87   31.97
NWS010AL   35.043812  -85.436362     1125.00  4 26 2019  3  1 44   81.00    1.25    2.80   29.63
NWS005AL   34.914387  -86.360065      891.00  4  6 2019 16 52 28   74.00    1.89    3.16   32.04
NWS019AL   35.319141  -85.556360      550.00  4 27 2019 12 56 18   75.00    2.39    0.67   30.85
NWS001AL   34.719144  -86.463601      650.00  4 17 2019 14 43 25   84.00    0.19    1.55   33.78
NWS015AL   34.871914  -86.306360      978.00  4 15 2019 21 13  2   82.00    2.22    4.34   29.94
NWS002AL   34.191439  -86.636006      725.00  4  3 2019 12  9 35   76.00    2.13    1.19   32.08
NWS015AL   34.871914  -86.306360      978.00  4  2 2019 13  1 59   84.00    1.50    6.92   29.11
NWS005AL   34.914387  -86.360065      891.00  4 30 2019 17  7 25   80.00    1.11    3.22   29.63
NWS019AL   35.319141  -85.556360      550.00  4 19 2019  4 11 58   70.00    0.95    5.21   32.86
NWS012AL   35.071911  -85.646360     1350.00  4 16 2019 10 18 56   82.00    1.33    4.57   30.94
NWS005AL   34.914387  -86.360065      891.00  4 30 2019  9 22  5   78.00    2.83    6.92   29.32
NWS005AL   34.914387  -86.360065      891.00  4  9 2019 13 44 58   85.00    2.16    6.87   32.69
NWS017AL   35.219142  -85.296361      625.00  4  9 2019  6 25 39   79.00    1.42    1.28   31.20
NWS019AL   35.319141  -85.556360      550.00  4 29 2019  3 58 43   75.00    0.18    3.79   30.42
NWS008AL   35.141938  -85.366461      500.00  4  4 2019 12  0 28   77.00    0.43    5.90   29.57
NWS001AL   34.719144  -86.463601      650.00  4  6 2019 16 20 17   75.00    0.84    2.55   29.34
NWS019AL   35.319141  -85.556360      550.00  4  5 2019 16 40 38   71.00    0.90    0.88   31.33
NWS005AL   34.914387  -86.360065      891.00  4 10 2019 18 10 51   73.00    2.68    1.09   29.60
NWS001AL   34.719144  -86.463601      650.00  4 11 2019  9  7 34   73.00    0.90    5.35   32.83
NWS017AL   35.219142  -85.296361      625.00  4 14 2019  7 39 57   82.00    0.05    6.72   32.03
NWS019AL   35.319141  -85.556360      550.00  4 21 2019  1 19  1   80.00    0.77    6.10   33.14
NWS009AL   34.438719  -86.506463     1200.00  4 25 2019  5 19 36   83.00    2.31    6.31   32.41
